source_db	citing paper's eid	citing paper's id	citing paper's doi	cited paper's title	cited paper's authors	cited paper's volume	cited paper's issue
scopus	2-s2.0-85029530396	84927958675	10.1017/CBO9780511492495.011	The long and winding road to the government procurement agreement: Korea’s accession experience	Choi, Inbom		
scopus	2-s2.0-85029530396	42734699		Industrial organization and trade liberalization: Evidence from Korea	De Melo; Roland-Holst		
scopus	2-s2.0-85029530396	69849106178		Growth is good for the poor	Dollar; Kraay	114	493
scopus	2-s2.0-85029530396	84867143168	10.1016/j.worlddev.2012.03.020	Trade Liberalization, Economic Crises, and Growth	Falvey, Rod; Foster, Neil; Greenaway, David	40	11
scopus	2-s2.0-85029530396	34249694157	10.1257/jel.45.1.39	Distributional effects of globalization in developing countries	Goldberg, Pinelopi Koujianou; Pavcnik, Nina	45	1
scopus	2-s2.0-85029530396	79959552709		The WTO: Functions and basic principles	Hoekman		
scopus	2-s2.0-85029530396	2129055		Economic growth and income inequality	Kuznets	45	
scopus	2-s2.0-85029530396	84882442721	10.1108/17538251311329568	International trade and inclusive growth: A primer	Lederman, Daniel	6	1
scopus	2-s2.0-85029530396	44049110791	10.1016/1049-0078(92)90022-Q	An economic analysis of the Korean trade policies: 1960-1990	Lee, Jisoon	3	2
scopus	2-s2.0-85029530396	37647508	10.1111/1468-0297.00127	The simultaneous evolution of growth and inequality	Lundberg, Mattias; Squire, Lyn	113	487
scopus	2-s2.0-85029530396	78649580135	10.1111/j.1467-9701.2010.01243.x	Does international trade cause economic growth? A survey	Singh, Tarlok	33	11
scopus	2-s2.0-85029530396	84962709798	10.1111/ssqu.12295	The Standardized World Income Inequality Database*	Solt, Frederick	97	5
scopus	2-s2.0-85029530396	43249095132	10.1016/j.worlddev.2007.10.002	Global Estimates of Pro-Poor Growth	Son, Hyun H.; Kakwani, Nanak	36	6
scopus	2-s2.0-85020731577	85015036398	10.1080/01442872.2017.1290228	The importance of presidential leadership for Brazilian foreign policy	Burges, Sean W.; Chagas Bastos, Fabrício H.; Burges, Sean W.	38	3
scopus	2-s2.0-85020731577	85028589857		Officials Slam Four-River Audit: Ruling Party Calls for Countermeasures after Audit Found Project Faulty	Cho, ChUng-Un		
scopus	2-s2.0-85020731577	85028590673		Global Push for Saemaul Movement in Doubt	Chung, Min-Uck		
scopus	2-s2.0-85020731577	84873646043	10.1057/ejdr.2012.49	Struggles in Paris: The DAC and the purposes of development aid	Eyben, Rosalind	25	1
scopus	2-s2.0-85020731577	84875955930	10.1080/00220388.2012.733372	Emerging and Submerging Powers: Imagined Geographies in the New Development Partnership at the Busan Fourth High Level Forum	Eyben, Rosalind; Savage, Laura	49	4
scopus	2-s2.0-85020731577	4344606029		Park Chung Hee and the making of 'state populism' in Korea: The case of the new community movement	Han, Seung-Mi	77	1
scopus	2-s2.0-85020731577	79953800945		Brazil Repaying Its Debt to Africa	Harsch, Ernest	17	4
scopus	2-s2.0-85020731577	2025811		Explaining Foreign Policy Behavior Using the Personal Characteristics of Political Leaders	Hermann, Margaret	24	1
scopus	2-s2.0-85020731577	35682697	10.1111/1521-9488.00235	Who leads matters: The effects of powerful individuals	Hermann; Preston; Korany; Shaw	3	2
scopus	2-s2.0-85020731577	84859190270	10.1057/ejdr.2012.7	Korea's search for a global role between hard economic interests and soft power	Kalinowski, Thomas; Cho, Hyekyung	24	2
scopus	2-s2.0-85020731577	79953280492	10.1016/j.japwor.2010.06.001	Does Korea follow Japan in foreign aid? Relationships between aid and foreign investment	Kang, Sung Jin; Lee, Hongshik; Park, Bokyeong	23	1
scopus	2-s2.0-85020731577	80051801137	10.1002/jid.1811	Bridging troubled worlds? An analysis of the ethical case for South Korean aid	Kim, Soyeun	23	6
scopus	2-s2.0-85020731577	84921684178		The Environmental Fallout of the Four Major Rivers Project	Kim, Jeong-Su		
scopus	2-s2.0-85020731577	85028599902		Parties Debate over ‘Saemaul Undong’ Budget	Kim, Nam-Il		
scopus	2-s2.0-85020731577	84956661234	10.1080/09512748.2015.1076503	The domestic politics of international development in South Korea: stakeholders and competing policy discourses	Kim, Sung-Mi	29	1
scopus	2-s2.0-85020731577	84938574925	10.1002/jid.3115	Young and Dynamic?-The Curious Case of Korea's National Level Post-2015 Process	Kim, Soyeun; Kang, Hanee	27	6
scopus	2-s2.0-85020731577	84880656583	10.1002/jid.2938	Busan and beyond: South Korea and the transition from aid effectiveness to development effectiveness	Kim, Eun Mee; Lee, Jae Eun	25	6
scopus	2-s2.0-85020731577	84917119232	10.4324/9780203097205	Korea’s pathway from recipient to donor: How does Japan matter?	Kondoh, Hisahiro		
scopus	2-s2.0-85020731577	79954569236	10.1111/j.1467-7660.2011.01695.x	Back to BASICs? The Rejuvenation of Non-traditional Donors' Development Cooperation with Africa	Kragelund, Peter	42	2
scopus	2-s2.0-85020731577	84908005737		Implications of Korea’s Saemaul Undong for International Development Policy: A Structural Perspective	Kwon, Hyuk-Ju	25	3
scopus	2-s2.0-85020731577	85021709119	10.1093/ia/iix076	South–South in retreat? The transitions from Lula to Rousseff to Temer and Brazilian development cooperation	Marcondes, Danilo; Mawdsley, Emma	93	3
scopus	2-s2.0-85020731577	85011685240	10.1177/0309132515601776	Development geography 1: Cooperation, competition and convergence between ‘North’ and ‘South’	Mawdsley, Emma	41	1
scopus	2-s2.0-85020731577	84892976881	10.1111/j.1475-4959.2012.00490.x	A 'post-aid world'? Paradigm shift in foreign aid and development cooperation at the 2011 Busan High Level Forum	Mawdsley, Emma; Kim, Sung-Mi; Savage, Laura	180	1
scopus	2-s2.0-85020731577	69549086655	10.1057/ejdr.2009.22	Chinese migrants in Africa as new agents of development? An analytical framework	Mohan, Giles; Tan-Mullins, May	21	4
scopus	2-s2.0-85017643370	84963751036	10.1016/j.regsciurbeco.2016.03.005	Capitalization of equalizing grants and the flypaper effect	Allers, Maarten A.; Vermeulen, Wouter	58	
scopus	2-s2.0-85017643370	84881844837	10.2307/2297968	Some tests of specification for panel data:monte carlo evidence and an application to employment equations	Arellano, Manuel; Bond, Stephen	58	2
scopus	2-s2.0-85017643370	85029555653		Research on the Asymmetric Fly-paper Effect	Bae, Sang-Seok; Kwon, Sung-Wook	45	3
scopus	2-s2.0-85017643370	84962740544	10.1628/001522116X14462054864882	Intergovernmental transfers, local fiscal policy, and the flypaper effect: Evidence from a German state	Baskaran, Thushyanthan	72	1
scopus	2-s2.0-85017643370	2728002		The Stimulative Effects of Intergovernmental Aid: Or Why Money Sticks Where it Hits	Courant, Paul N.; Gramlich, Edward M.; Rubinfeld, Daniel L.		
scopus	2-s2.0-85017643370	55149098118	10.1016/j.jpubeco.2007.05.004	Using a discontinuous grant rule to identify the effect of grants on local taxes and spending	Dahlberg, Matz; Mörk, Eva; Ågren, Hanna; Dahlberg, Matz; Dahlberg, Matz; Mörk, Eva; Rattsø, Jørn	92	12
scopus	2-s2.0-85017643370	78649514639		Flypaper Effect in Japanese Urban Expenditure	Doi	40	
scopus	2-s2.0-85017643370	655644		Asymmetries in the response to increases and decreases in intergovernmental grants: Some empirical findings	Gamkhar, Shama; Oates, Wallace; Oates, Wallace	49	4
scopus	2-s2.0-85017643370	84897624925	10.1007/s10797-013-9269-9	How sticky are local expenditures in Italy? Assessing the relevance of the flypaper effect through municipal data	Gennari, Elena; Messina, Giovanna	21	2
scopus	2-s2.0-85017643370	85016719260	10.1080/09540962.2017.1295732	The real impact of a one-off fiscal restriction: empirical evidence of a flypaper effect in Flemish municipalities	Goeminne, Stijn; Smolders, Carine; Vandorpe, Elke	37	4
scopus	2-s2.0-85017643370	250716		Specification Tests in Econometrics	Hausman, Jerry A	46	
scopus	2-s2.0-85017643370	34933993	10.1080/00036840010004536	Asymmetries in the flypaper effect: Empirical evidence for the Flemish municipalities	Heyndels	33	10
scopus	2-s2.0-85017643370	85029549695		Local Governments’ Responses to Changes in Inter-governmental Grants-in-Aid	Hur, Myung-Soon	37	2
scopus	2-s2.0-85017643370	84890948178	10.1016/j.econmod.2013.11.028	Spatial patterns of flypaper effects for local expenditure by policy objective in Japan: A Bayesian approach	Kakamu, Kazuhiko; Yunoue, Hideo; Kuramoto, Takashi	37	
scopus	2-s2.0-85017643370	85029561227		An Empirical Analysis of the Effect of Block Grants on Local Government Expenditures	Kim, Junhyeon	5	2
scopus	2-s2.0-85017643370	85029549526		An Analysis of the Effects of Intergovernmental Grants on Local Government Expenditures	Kim, Lyeol; Bae, Byeong-Dol; Koo, Jeong-Tae	37	3
scopus	2-s2.0-85017643370	85029557190		Is there the Asymmetry in the Flypaper Effect of the National Subsidy?	Lim, Sangsoo	5	2
scopus	2-s2.0-85017643370	141452997	10.1023/A:1014964318685	The flypaper effect under different institutional contexts: The Colombian case	Melo, Ligia	111	03월 04일
scopus	2-s2.0-85017643370	84890899083		Flypaper Effect on Japanese Municipalities	Miyara; Fukushige	42	
scopus	2-s2.0-85017643370	85029554360		An analysis on the Asymmetry Fly-paper Effect of the Unconditional Intergovernmental Grants: From the Perspective of the Korean Metropolitan and Provincial Governmental Expenditure	Mun, Beung-Geun; Kim, Dong-Sic	13	3
scopus	2-s2.0-85017643370	842293112		Japanese Local Finance and the “Institutionalize” Flypaper Effect	Nagamine	50	3
scopus	2-s2.0-85017643370	85029560400		Local Governments’ Asymmetric Reactions to the Local Share Tax	Park, Sun-Hee; Koo, Jung-Tae; Kim, Yul	13	2
scopus	2-s2.0-85017643370	85029551372	10.1016/j.jpubeco.2015.09.001	Unsticking the flypaper effect in an uncertain world	Vegh, Carlos A.; Vegh, Carlos A.; Vuletin, Guillermo	131	
scopus	2-s2.0-85017643370	39110349	10.1093/oxfordjournals.pubjof.a030037	Asymmetric effects of intergovernmental grants: Analysis and implications for U.S. Welfare policy	Volden, Craig	29	3
scopus	2-s2.0-85017643370	33435748	10.1023/a:1018329802757	Fiscal illusion and the Australian local government grants process: How sticky is the flypaper effect?	Worthington, Andrew C.; Dollery, Brian E.	99	01월 02일
scopus	2-s2.0-84939158373	942292005	10.1080/0022038042000218134	Exploring social capital debates at the World Bank	Bebbington, Anthony; Guggenheim, Scott; Olson, Elizabeth; Woolcock, Michael	40	5
scopus	2-s2.0-84939158373	25624735	10.1111/j.1467-7660.1990.tb00375.x	State, Industrialization and Agricultural Policy in Korea	Burmeister, Larry L.	21	2
scopus	2-s2.0-84939158373	2538481		The forms of capital	Bourdieu		
scopus	2-s2.0-84939158373	84936823500		Social capital in the creation of human capital	Coleman	94	
scopus	2-s2.0-84939158373	84890678774		Embedded autonomy: States and industrial transformation	Evans, Peter		
scopus	2-s2.0-84939158373	30472489	10.1016/0305-750X(96)00021-6	Government action, social capital and development: Reviewing the evidence on synergy	Evans, Peter	24	6
scopus	2-s2.0-84939158373	84867123651		Life world of village leaders during the Saemaul Movement in the 1970s: focusing on male leaders	Han	88	
scopus	2-s2.0-84939158373	31402026	10.1002/(SICI)1099-1328(199711)9:7<919::AID-JID496>3.0.CO;2-9	'Missing link' or analytically missing?: The concept of social capital. An introductory bibliographic essay	Harriss; De Renzio	9	7
scopus	2-s2.0-84939158373	84938571160		The changes in agricultural production process and subsumption of peasants by the state through the Saemaul Undong in 1970s	Hwang	90	
scopus	2-s2.0-84939158373	85030718175		Reappraisal of rural Saemaul Undong	Hwang	5	2
scopus	2-s2.0-84939158373	85030656373		A study on grassroot leadership profiles in Korea	Kim	10	2
scopus	2-s2.0-84939158373	85030710352		Korean experiences in poverty alleviation with special reference to the Saemaul Undong	Kwon	13	1
scopus	2-s2.0-84939158373	85030701886		A study on the importance of the village leader in local development: on the case of Saemaul Undong in the 1970s	Lee	51	1
scopus	2-s2.0-84939158373	85039762708		Reinterpretation of Saemaul Undong through social capital and community governance	Lim	26	3
scopus	2-s2.0-84939158373	84927454914		Mobilization and disillusion in rural Korea: the Saemaul Movement in retrospect	Moore	57	4
scopus	2-s2.0-84939158373	85030670477		Roles, selection and guidance of Saemaul leaders	Park	12	2
scopus	2-s2.0-84939158373	84858227634		Analysis of Saemaul Undong: a Korean rural development programme in the 1970s	Park	16	2
scopus	2-s2.0-84939158373	32331809	10.1146/annurev.soc.24.1.1	Social Capital: Its Origins and Applications in Modern Sociology	Portes, Alejandro; Portes, Alejandro; Portes, Alejandro; Portes, Alejandro; Portes, Alejandro; Portes, Alejandro; Portes, Alejandro; Portes, Alejandro; Portes, Alejandro	24	
scopus	2-s2.0-84939158373	85030668207		Community governance and Saemaul Undong	Soh	19	3
scopus	2-s2.0-84939158373	32384959	10.1023/A:1006884930135	Social capital and economic development: Toward a theoretical synthesis and policy framework	Woolcock, Michael	27	2
scopus	2-s2.0-84939158373	3319148		The place of social capital in understanding social and economic outcomes	Woolcock	2	1
scopus	2-s2.0-84939158373	33646728	10.1093/wbro/15.2.225	Social capital: Implications for development theory, research, and policy	Naviaux, Robert K.; McGowan, Karen A.; Naviaux, Robert K.; McGowan, Karen A.	15	2
scopus	2-s2.0-84939158373	85030708735		The Saemaul Movement in the 1970s seen by oral testimonies: in-between the building and becoming its laders	Yoon	90	
scopus	2-s2.0-84939158373	85030698963		Breaking out of hardship	Chae	22	238
scopus	2-s2.0-84939158373	85030665992		A mole of faith	Jeon	25	278
scopus	2-s2.0-84939158373	85030676556		Saemaul Undong Case 2: a village working to build a model one	Jo	21	223
scopus	2-s2.0-84939158373	85030710735		A village visited by president	Kim; Kim	21	222
scopus	2-s2.0-84939158373	85030708268		Demolishing the village shrine	Kim	21	228
scopus	2-s2.0-84939158373	85030710838		Joy of work to earn colleagues	Kim	21	227
scopus	2-s2.0-84939158373	85030693248		Lessons from the bridge on the River Kwai	Lee	21	229
scopus	2-s2.0-84939133577	2196803		Development Planning	Escobar		
scopus	2-s2.0-84939133577	80053157714	10.1002/jid.1732	Will China change international development as we know it?	De Haan, Arjan	23	7
scopus	2-s2.0-84939133577	85040890515		Yen for development: Japanese foreign aid and the politics of burden- sharing	Islam		
scopus	2-s2.0-84939133577	16544375795		Feminist and Postcolonial Challenges to Development	Kothari		
scopus	2-s2.0-84939133577	84918879163		An anthropological perspective on social change in the modern world-system	Maegawa		
scopus	2-s2.0-84939133577	85030695477		Rural Development – The Role of Rural Livelihood Improvementin	Mizuno		
scopus	2-s2.0-84939133577	6244248901		Overview: Creating the Market Economy	Ohno		
scopus	2-s2.0-84939133577	84917355767	10.4324/9780203845622	Japan's foreign aid challenge: Policy reform and aid leadership	Rix, Alan	14	
scopus	2-s2.0-84939133577	85030687581		Changing Power Relations in the History of Aid	Robb		
scopus	2-s2.0-84939133577	85030656855		The Japanese Experience and Endogenous Development	Sato		
scopus	2-s2.0-84939133577	85030717644		Sengo Nihon-no Seikatsu Kaizen Undo (Post-war Japan's Livelihood Improvement Movement)	Sato		
scopus	2-s2.0-84939133577	84906178706		China and Africa: A century of engagement	Shinn, David H.; Eisenman, Joshua		
scopus	2-s2.0-84939133577	84881794909		Challenges or Complements for the West: Is There an ‘Asian’ Model of Aid Emerging?	Söderberg		
scopus	2-s2.0-84939133577	84949948031	10.4135/9781446279397	International development studies: Theories and methods in research and practice	Sumner, Andy; Tribe, Michael		
scopus	2-s2.0-85031710428	84880088201	10.1056/NEJMoa1306742	Hospital outbreak of middle east respiratory syndrome coronavirus	Assiri, Abdullah; Al Rabeeah, Abdullah A.; Alabdullatif, Zaki N.; Assad, Maher; Almulhim, Abdulmohsen; Makhdoom, Hatem; Madani, Hossam; Alhakeem, Rafat; Zumla, Alimuddin I.; Memish, Ziad A.; Memish, Ziad A.; Al-Tawfiq, Jaffar A.; McGeer, Allison; Perl, Trish M.; Perl, Trish M.; Cummings, Derek A. T.; Price, Connie S.; Cotten, Matthew; Watson, Simon J.; Kellam, Paul; Kellam, Paul; Zumla, Alimuddin I.; Zumla, Alimuddin I.	369	5
scopus	2-s2.0-85031710428	84882598788	10.1016/S1473-3099(13)70204-4	Epidemiological, demographic, and clinical characteristics of 47 cases of Middle East respiratory syndrome coronavirus disease from Saudi Arabia: A descriptive study	Assiri, Abdullah; Al-Rabeeah, Abdullah A; Al-Hakeem, Rafat F; Zumla, Alimuddin I; Memish, Ziad A; Assiri, Abdullah; Al-Tawfiq, Jaffar A; Al-Rabiah, Fahad A; Al-Hajjar, Sami; Al-Barrak, Ali; Flemban, Hesham; Al-Nassir, Wafa N; Balkhy, Hanan H; Al-Hakeem, Rafat F; Makhdoom, Hatem Q; Zumla, Alimuddin I; Zumla, Alimuddin I; Memish, Ziad A; Memish, Ziad A	13	9
scopus	2-s2.0-85031710428	84975100988		Monetary Policy Report	Bank of Korea		
scopus	2-s2.0-85031710428	65449118762	10.1111/j.1468-0106.2009.00431.x	Dualism in job stability of the Korean labour market: The impact of the 1997 financial crisis	Cho, Joonmo; Keum, Jaeho	14	2
scopus	2-s2.0-85031710428	27844577710	10.1016/j.japwor.2004.03.005	Human resource management, corporate governance structure and corporate performance in Korea: A comparative analysis of Japan, US and Korea	Cho, Joonmo	17	4
scopus	2-s2.0-85031710428	34547844338	10.1016/j.socscimed.2007.04.022	SARS and New York's Chinatown: The politics of risk and blame during an epidemic of fear	Eichelberger, Laura	65	6
scopus	2-s2.0-85031710428	84873911843	10.1016/j.jhealeco.2013.01.002	Economic considerations for social distancing and behavioral based policies during an epidemic	Fenichel, Eli P.	32	2
scopus	2-s2.0-85031710428	84865248472	10.1016/j.regsciurbeco.2012.07.006	Inter-industry employment spillovers from tourism inflows	Kadiyali, Vrinda; Kosová, Renáta	43	2
scopus	2-s2.0-85031710428	85045087833		Korean Administrative District Annual 2006	Korea City Administration Institute		
scopus	2-s2.0-85031710428	85000502006	10.1186/s12939-016-0483-9	The impact of epidemics on labor market: identifying victims of the Middle East Respiratory Syndrome in the Korean labor market	Lee, Ayoung; Cho, Joonmo	15	1
scopus	2-s2.0-85031710428	34848865467		Globalization and disease: the case of SARS	Lee; McKibbin	3	1
scopus	2-s2.0-85031710428	34848865467		Globalization and disease: the case of SARS	Lee; McKibbin	3	1
scopus	2-s2.0-85031710428	22744441071	10.1080/09585190500083202	Epidemics, labour markets and unemployment: The impact of SARS on human resource management in the Hong Kong service sector	Lee, Grace O.M.; Warner, Malcolm	16	5
scopus	2-s2.0-85031710428	1642415566	10.1007/s001680100059	Independent and linked migration: Individual return of employment opportunity and household return of poverty status to African American interstate migration	Lee, Seongwoo; Zhee, Woosuk	35	4
scopus	2-s2.0-85031710428	85045099019		Determinants of Urban and Rural Employment Opportunities, 1995–2000	Lee; Lim; Cho	26	1
scopus	2-s2.0-85031710428	34047598	10.1016/S0305-750X(00)00023-1	The effects of the East Asian crisis on the employment of women and men: The Philippine case	Lim, Joseph Y.	28	7
scopus	2-s2.0-85031710428	3663926		Generalized Linear Models	McCullagh; Nelder		
scopus	2-s2.0-85031710428	85000561300		MERS Fear of the Media Business	Mediaus		
scopus	2-s2.0-85031710428	85045108523		MOSF)	Ministry of Strategy and Finance		
scopus	2-s2.0-85031710428	85000765043		MERS: the Difference Between Middle East and South Korea	Noh		
scopus	2-s2.0-85031710428	4164025		Urban Economics	O'Sullivan		
scopus	2-s2.0-85031710428	84911389698	10.1111/ecin.12144	The london bombings and racial prejudice: Evidence from the housing and labor MARKET	Ratcliffe, Anita; von Hinke Kessler Scholder, Stephanie	53	1
scopus	2-s2.0-85031710428	84886608366		Employment-Unemployment Situation in Million Plus Cities in India: A Critical Analysis	Shama; Krishna		
scopus	2-s2.0-85031710428	84886616567	10.1108/S2040-7262(2012)0000009015	Interrelationship of disaster and employment from the perspective of urban-rural linkages in india	Srivastava, Nitin; Shaw, Rajib	9	
scopus	2-s2.0-85031710428	85045082201		Status of the MERS Quarantined People in Korea	The Chosunilbo		
scopus	2-s2.0-85031710428	84991011195	10.3390/su8090845	Transferring the cost of wage rigidity to subcontracting firms: The case of Korea	Woo, Kwangho; Cho, Joonmo	8	9
scopus	2-s2.0-85031710428	84908524282		The Economic Impact of the 2014 Ebola Epidemic: Short and Medium Term Estimates for West Africa	World Bank		
scopus	2-s2.0-85031710428	84941413167	10.1016/S0140-6736(15)60454-8	Middle East respiratory syndrome	Zumla, Alimuddin; Zumla, Alimuddin; Hui, David S.; Hui, David S.; Perlman, Stanley; Perlman, Stanley	386	9997
scopus	2-s2.0-85029499937	70450265480	10.1017/S0022050709001120	Quantifying quantitative literacy: Age heaping and the history of human capital	A'Hearn, Brian; Baten, Jörg; Crayen, Dorothee	69	3
scopus	2-s2.0-85029499937	30844436826	10.1257/0002828054201305	The rise of Europe: Atlantic trade, institutional change, and economic growth	Acemoglu, Daron; Johnson, Simon; Robinson, James	95	3
scopus	2-s2.0-85029499937	84900526535	10.1016/j.jce.2013.11.001	A story of large landowners and math skills: Inequality and human capital formation in long-run development, 1820-2000	Baten, Joerg; Juif, Dácil	42	2
scopus	2-s2.0-85029499937	50249086893	10.1007/s10887-008-9031-9	Book production and the onset of modern economic growth	Baten, Joerg; Van Zanden, Jan Luiten	13	3
scopus	2-s2.0-85029499937	77952886324	10.1016/j.eeh.2009.09.003	Evolution of living standards and human capital in China in the 18-20th centuries: Evidences from real wages, age-heaping, and anthropometrics	Baten, Joerg; Wang, Qing; Ma, Debin; Morgan, Stephen; Morgan, Stephen	47	3
scopus	2-s2.0-85029499937	85028661679	10.1007/978-1-4614-9155-2_8	History of mathematics education in east Asia in premodern times	Bréard, Andrea; Horiuchi, Annick		
scopus	2-s2.0-85029499937	71749098521	10.1016/j.eeh.2009.05.004	Global trends in numeracy 1820-1949 and its implications for long-term growth	Crayen, Dorothee; Baten, Joerg	47	1
scopus	2-s2.0-85029499937	3894642		Education in Tokugawa Japan	Dore		
scopus	2-s2.0-85029499937	84855491531	10.1111/j.1468-0289.2010.00582.x	How did women count? A note on gender-specific age heaping differences in the sixteenth to nineteenth centuries	Földvári, Peter; van Leeuwen-Li, Jieli; van Leeuwen, Bas; van Leeuwen, Bas	65	1
scopus	2-s2.0-85029499937	84974487489	10.2307/2058031	Squaring Accounts: Commercial Bookkeeping Methods And Capitalist Rationalism In Late Qing And Republican China	Gardella, Robert	51	2
scopus	2-s2.0-85029499937	84869121835	10.1007/s10887-012-9081-x	Do better schools lead to more growth? Cognitive skills, economic outcomes, and causation	Hanushek, Eric A.; Hanushek, Eric A.; Woessmann, Ludger; Hanushek, Eric A.; Woessmann, Ludger	17	4
scopus	2-s2.0-85029499937	84914112743		Demography and living standards	Hayami; Kitô		
scopus	2-s2.0-85029499937	5821637		The Historical Demography of Pre-modern Japan	Hayami		
scopus	2-s2.0-85029499937	84978900757	10.2308/0148-4184.33.1.53	Accounting techniques in Korea: 18th century archival samples from a non-profit association in the sinitic world	Jun, Seong Ho; Lewis, James B.	33	1
scopus	2-s2.0-85029499937	85029485520		Pan-paradigm and Korean mathematics in the Choson dynasty	Kim	26	3
scopus	2-s2.0-85029499937	85029502234		The historical characteristics of social changes in Dansung in late Chosun: changes in literati's status and their responses	Kim	39	
scopus	2-s2.0-85029499937	85029514332		Mathematics in Korea, in Selin (2008)	Kim		
scopus	2-s2.0-85029499937	84871263815	10.1017/S0022050712000654	Before the great divergence? Comparing the Yangzi delta and the Netherlands at the beginning of the nineteenth century	Li, Bozhong; Van Zanden, Jan Luiten	72	4
scopus	2-s2.0-85029499937	85029506934		Bagu zhi wai: Ming Qing Jingnan de jiaoyu ji qi dui jingji de yingxiang (beyond the eight-legged essay: education and its impact on Jiangnan economy in Ming and Qing). Qing shi yanjiu	Li	1	
scopus	2-s2.0-85029499937	84917003493	10.4324/9781315019765	Why Ireland starved: A quantitative and analytical history of the Irish economy, 1800-1850	Mokyr, Joel		
scopus	2-s2.0-85029499937	3840188		Chinese Society in the Eighteenth Century	Naquin; Rawski		
scopus	2-s2.0-85029499937	38811424		Education and Popular Literacy	Rawski		
scopus	2-s2.0-85029499937	33750107856		Economy and social foundation of late imperial culture	Rawski		
scopus	2-s2.0-85029499937	85040852660		The shorter science and civilisation in China: an abridgement of Joseph Needham's original text. Volume 3.	Ronan		
scopus	2-s2.0-85029499937	3856757		Native Sources of Japanese Industrialization, 1750–1920	Smith		
scopus	2-s2.0-85029499937	85029528172		Hojok	Sohn		
scopus	2-s2.0-85029499937	84887715710	10.1016/j.econlet.2013.10.035	The human capital of black soldiers during the American Civil War	Sohn, Kitae	122	1
scopus	2-s2.0-85027711855	2187562		Resource and output trends in the United States since 1870	Abramovitz	46	2
scopus	2-s2.0-85027711855	367928		A model of growth through creative destruction	Aghion; Howitt	60	
scopus	2-s2.0-85027711855	85027729318		The renewal of the old economy: An international comparative perspective, OECD Science, Technology and Industry Working Papers, 2001/5	Ark		
scopus	2-s2.0-85027711855	30188444		Increasing returns and the new world of business.	Arthur	74	4
scopus	2-s2.0-85027711855	22910183	10.1126/science.234.4775.443	What has happened to productivity growth?	Baily, Martin Neil	234	4775
scopus	2-s2.0-85027711855	575583		The productivity slowdown, measurement issues and the explosion of computer power	Baily; Gordon	2	
scopus	2-s2.0-85027711855	1642402389		The Empirics of Growth: An Update	Bosworth, Barry P.; Collins, Susan M.; Durlauf, Steven N.; Frankel, Jeffrey A.		2
scopus	2-s2.0-85027711855	85027677429		What’s new about the new economy? IT, economic growth and productivity. Brooking Institution	Bosworth; Triplett		
scopus	2-s2.0-85027711855	346788758	10.1287/mnsc.42.4.541	Paradox lost? Firm-level evidence on the returns to information systems spending	Brynjolfsson, Erik; Hitt, Lorin	42	4
scopus	2-s2.0-85027711855	85027711392		Knowledge and development: a cross-section approach, World Bank Policy Research Working Paper No. 3366	Chen; Dahlman		
scopus	2-s2.0-85027711855	746942		Equipment investment and economic growth	De Long; Summers	106	2
scopus	2-s2.0-85027711855	3962966		The sources of economic growth in the United States and the alternative before use Supplementary Paper, Committee for Economic Development	Denison		
scopus	2-s2.0-85027711855	25620126	10.1016/0304-3878(90)90026-8	Patterns of productivity growth in South Korean manufacturing industries, 1963-1979	Dollar, David; Sokoloff, Kenneth; Sokoloff, Kenneth	33	2
scopus	2-s2.0-85027711855	142140		The measurement of technological change	Domar	71	
scopus	2-s2.0-85027711855	85027722439		Review comments on six regional growth studies	Easterly		
scopus	2-s2.0-85027711855	68349097110	10.1504/WRSTSD.2006.008763	Carbon dioxide emissions, impact on Malaysia’s manufacturing productivity growth	Ahmed, Elsadig Musa	3	1
scopus	2-s2.0-85027711855	85027683812		ICT and human capital role in achieving knowledge-based economy: applications on Malaysia’s manufacturing	Elsadig	5	2
scopus	2-s2.0-85027711855	68349098304		Time-series econometrics: cointegration and autoregressive conditional heteroskedasticity	Engle; Granger		
scopus	2-s2.0-85027711855	3426851		Inter-sectoral technology flows: estimates from a patent concordance with an application to Italy	Evenson; Putman		
scopus	2-s2.0-85027711855	33809204	10.1111/1467-8381.00108	On the myth and mystery of Singapore's 'zero TFP'	Felipe	14	2
scopus	2-s2.0-85027711855	2427465	10.1257/jep.14.4.49	Does the "new economy" measure up to the great inventions of the past?	Gordon, Robert J.; Gordon, Robert J.	14	4
scopus	2-s2.0-85027711855	242266360		Capital theory: technical progress and capital structure, sources of measured productivity change capital input	Griliches; Jorgenson	56	2
scopus	2-s2.0-85027711855	40374314	10.1257/aer.91.1.1	Information technology and the U.S. Economy	Jorgenson, Dale W.	91	1
scopus	2-s2.0-85027711855	40357411	10.1257/aer.90.2.161	Industry-level productivity and competitiveness between Canada and the United States: U.S. Economic growth at the industry level	Jorgenson, Dale W.; Stiroh, Kevin J.	90	2
scopus	2-s2.0-85027711855	38551472		Productivity trends capital and labour	Kendrick	38	3
scopus	2-s2.0-85027711855	84870759442		Information technology and productivity: results and policy implications of cross-country studies	Kraemer; Dedrick		
scopus	2-s2.0-85027711855	28551811	10.1016/0305-750X(94)90183-X	Payoffs from investment in information technology: Lessons from the Asia-Pacific region	Kraemer, Kenneth L.; Dedrick, Jason	22	12
scopus	2-s2.0-85027711855	2515177		The myth of Asia’s miracle, Foreign Affairs	Krugman		
